ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Precipitation(in),Weather_Condition,Junction,Traffic_Signal,Sunrise_Sunset,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,dataset_source,target_name,target_definition,duration_missing,duration_negative,duration_zero,duration_below_minimum,duration_requires_review,valid_initial_duration,event_year,event_month,event_day_of_week,event_hour,is_weekend,description_normalized,description_length,description_missing,duplicate_signature
A-6788493,Source1,2,2020-12-01 21:44:00,2020-12-02 00:26:05,37.15858,-120.968479,0.996,Incident on INGOMAR RD NB near HUSMAN RD Drive with caution., Ingomar Rd,Gustine,Merced,CA,US/Pacific,2020-12-01 21:35:00,37.0,100.0,6.0,0.0,Fair,False,False,Night,2020-12-01 21:44:00,2020-12-02 00:26:05,162.08333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,21.0,False,incident on ingomar rd nb near husman rd drive with caution.,60,False,Source1|2020-12-01 21:44:00|2020-12-02 00:26:05|37.15858|-120.968479| Ingomar Rd|incident on ingomar rd nb near husman rd drive with caution.
A-6916027,Source1,2,2020-12-01 21:44:00,2020-12-02 00:26:05,37.15858,-120.968479,0.996,Incident on INGOMAR RD NB near HUSMAN RD Drive with caution., Ingomar Rd,Gustine,Merced,CA,US/Pacific,2020-12-01 21:35:00,37.0,100.0,6.0,0.0,Fair,False,False,Night,2020-12-01 21:44:00,2020-12-02 00:26:05,162.08333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,21.0,False,incident on ingomar rd nb near husman rd drive with caution.,60,False,Source1|2020-12-01 21:44:00|2020-12-02 00:26:05|37.15858|-120.968479| Ingomar Rd|incident on ingomar rd nb near husman rd drive with caution.
A-6888728,Source1,2,2020-12-02 08:50:05,2020-12-02 10:48:52,29.957002000000006,-90.104552,0.049,Incident on EARHART BLVD near S JEFFERSON DAVIS PKWY Drive with caution., Earhart Blvd,New Orleans,Orleans,LA,US/Pacific,2020-12-02 08:55:00,56.0,55.0,10.0,0.0,Partly Cloudy,False,False,Day,2020-12-02 08:50:05,2020-12-02 10:48:52,118.78333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,8.0,False,incident on earhart blvd near s jefferson davis pkwy drive with caution.,72,False,Source1|2020-12-02 08:50:05|2020-12-02 10:48:52|29.957002000000006|-90.104552| Earhart Blvd|incident on earhart blvd near s jefferson davis pkwy drive with caution.
A-6697094,Source1,2,2020-12-02 08:50:05,2020-12-02 10:48:52,29.957002000000006,-90.104552,0.049,Incident on EARHART BLVD near S JEFFERSON DAVIS PKWY Drive with caution., Earhart Blvd,New Orleans,Orleans,LA,US/Pacific,2020-12-02 08:55:00,56.0,55.0,10.0,0.0,Partly Cloudy,False,False,Day,2020-12-02 08:50:05,2020-12-02 10:48:52,118.78333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,8.0,False,incident on earhart blvd near s jefferson davis pkwy drive with caution.,72,False,Source1|2020-12-02 08:50:05|2020-12-02 10:48:52|29.957002000000006|-90.104552| Earhart Blvd|incident on earhart blvd near s jefferson davis pkwy drive with caution.
A-6582436,Source1,2,2020-12-02 15:19:00,2020-12-02 18:16:00,36.893956,-119.989872,5.697,Stationary traffic on CA-99 N from Avenue 9/2nd (CA-99) to CA-145/Madera Ave (CA-99) due to accident., Highway 99,Madera,Madera,CA,US/Pacific,2020-12-02 14:53:00,66.0,32.0,6.0,0.0,Haze,False,False,Day,2020-12-02 15:19:00,2020-12-02 18:16:00,177.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,15.0,False,stationary traffic on ca-99 n from avenue 9/2nd (ca-99) to ca-145/madera ave (ca-99) due to accident.,101,False,Source1|2020-12-02 15:19:00|2020-12-02 18:16:00|36.893956|-119.989872| Highway 99|stationary traffic on ca-99 n from avenue 9/2nd (ca-99) to ca-145/madera ave (ca-99) due to accident.
A-6850746,Source1,2,2020-12-02 15:19:00,2020-12-02 18:16:00,36.893956,-119.989872,5.697,Stationary traffic on CA-99 N from Avenue 9/2nd (CA-99) to CA-145/Madera Ave (CA-99) due to accident., Highway 99,Madera,Madera,CA,US/Pacific,2020-12-02 14:53:00,66.0,32.0,6.0,0.0,Haze,False,False,Day,2020-12-02 15:19:00,2020-12-02 18:16:00,177.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,15.0,False,stationary traffic on ca-99 n from avenue 9/2nd (ca-99) to ca-145/madera ave (ca-99) due to accident.,101,False,Source1|2020-12-02 15:19:00|2020-12-02 18:16:00|36.893956|-119.989872| Highway 99|stationary traffic on ca-99 n from avenue 9/2nd (ca-99) to ca-145/madera ave (ca-99) due to accident.
A-6900972,Source1,2,2020-12-02 21:01:00,2020-12-02 22:53:32,27.33747,-82.5079,0.068,Incident on FL-780 EB near N LOCKWOOD RIDGE RD Left lane blocked., Fruitville Rd,Sarasota,Sarasota,FL,US/Eastern,2020-12-02 20:53:00,51.0,59.0,10.0,0.0,Fair,False,False,Night,2020-12-02 21:01:00,2020-12-02 22:53:32,112.53333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,21.0,False,incident on fl-780 eb near n lockwood ridge rd left lane blocked.,65,False,Source1|2020-12-02 21:01:00|2020-12-02 22:53:32|27.33747|-82.5079| Fruitville Rd|incident on fl-780 eb near n lockwood ridge rd left lane blocked.
A-6782092,Source1,2,2020-12-02 21:01:00,2020-12-02 22:53:32,27.33747,-82.5079,0.068,Incident on FL-780 EB near N LOCKWOOD RIDGE RD Left lane blocked., Fruitville Rd,Sarasota,Sarasota,FL,US/Eastern,2020-12-02 20:53:00,51.0,59.0,10.0,0.0,Fair,False,False,Night,2020-12-02 21:01:00,2020-12-02 22:53:32,112.53333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,21.0,False,incident on fl-780 eb near n lockwood ridge rd left lane blocked.,65,False,Source1|2020-12-02 21:01:00|2020-12-02 22:53:32|27.33747|-82.5079| Fruitville Rd|incident on fl-780 eb near n lockwood ridge rd left lane blocked.
A-6857318,Source1,2,2020-12-03 01:46:14,2020-12-03 03:06:07,40.75682000000001,-74.054299,0.456,Crash on US 1&amp;9/Tonnelle Avenue northbound North of Secaucus Rd (North Bergen Twp) 1 Right lane of 2 lanes closed 5 minute delay, Tonnele Ave,Jersey City,Hudson,NJ,US/Eastern,2020-12-03 01:51:00,36.0,64.0,10.0,0.0,Fair,True,False,Night,2020-12-03 01:46:14,2020-12-03 03:06:07,79.88333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,1.0,False,crash on us 1&amp;9/tonnelle avenue northbound north of secaucus rd (north bergen twp) 1 right lane of 2 lanes closed 5 minute delay,132,False,Source1|2020-12-03 01:46:14|2020-12-03 03:06:07|40.75682000000001|-74.054299| Tonnele Ave|crash on us 1&amp;9/tonnelle avenue northbound north of secaucus rd (north bergen twp) 1 right lane of 2 lanes closed 5 minute delay
A-6601293,Source1,2,2020-12-03 01:46:14,2020-12-03 03:06:07,40.75682000000001,-74.054299,0.456,Crash on US 1&amp;9/Tonnelle Avenue northbound North of Secaucus Rd (North Bergen Twp) 1 Right lane of 2 lanes closed 5 minute delay, Tonnele Ave,Jersey City,Hudson,NJ,US/Eastern,2020-12-03 01:51:00,36.0,64.0,10.0,0.0,Fair,True,False,Night,2020-12-03 01:46:14,2020-12-03 03:06:07,79.88333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,1.0,False,crash on us 1&amp;9/tonnelle avenue northbound north of secaucus rd (north bergen twp) 1 right lane of 2 lanes closed 5 minute delay,132,False,Source1|2020-12-03 01:46:14|2020-12-03 03:06:07|40.75682000000001|-74.054299| Tonnele Ave|crash on us 1&amp;9/tonnelle avenue northbound north of secaucus rd (north bergen twp) 1 right lane of 2 lanes closed 5 minute delay
A-6874163,Source1,2,2020-12-03 13:04:30,2020-12-04 01:39:57,25.881657,-80.35433499999998,0.256,Slow traffic from NW 122nd St / W 68th St to NW South River Dr due to accident., Hialeah Gardens Blvd,Hialeah,Miami-Dade,FL,US/Eastern,2020-12-03 12:53:00,76.0,48.0,10.0,0.0,Mostly Cloudy,False,False,Day,2020-12-03 13:04:30,2020-12-04 01:39:57,755.45,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,13.0,False,slow traffic from nw 122nd st / w 68th st to nw south river dr due to accident.,79,False,Source1|2020-12-03 13:04:30|2020-12-04 01:39:57|25.881657|-80.35433499999998| Hialeah Gardens Blvd|slow traffic from nw 122nd st / w 68th st to nw south river dr due to accident.
A-6651337,Source1,2,2020-12-03 13:04:30,2020-12-04 01:39:57,25.881657,-80.35433499999998,0.256,Slow traffic from NW 122nd St / W 68th St to NW South River Dr due to accident., Hialeah Gardens Blvd,Hialeah,Miami-Dade,FL,US/Eastern,2020-12-03 12:53:00,76.0,48.0,10.0,0.0,Mostly Cloudy,False,False,Day,2020-12-03 13:04:30,2020-12-04 01:39:57,755.45,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,13.0,False,slow traffic from nw 122nd st / w 68th st to nw south river dr due to accident.,79,False,Source1|2020-12-03 13:04:30|2020-12-04 01:39:57|25.881657|-80.35433499999998| Hialeah Gardens Blvd|slow traffic from nw 122nd st / w 68th st to nw south river dr due to accident.
A-6606556,Source1,2,2020-12-03 23:26:00,2020-12-04 00:45:00,47.200795,-122.265204,0.219,Incident on WA-167 SB near MP 6 Right lane blocked. Expect delays.,WA-167 S,Sumner,Pierce,WA,US/Pacific,2020-12-03 22:58:00,36.0,92.0,10.0,0.0,Mostly Cloudy,False,False,Night,2020-12-03 23:26:00,2020-12-04 00:45:00,79.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,23.0,False,incident on wa-167 sb near mp 6 right lane blocked. expect delays.,66,False,Source1|2020-12-03 23:26:00|2020-12-04 00:45:00|47.200795|-122.265204|WA-167 S|incident on wa-167 sb near mp 6 right lane blocked. expect delays.
A-6647362,Source1,2,2020-12-03 23:26:00,2020-12-04 00:45:00,47.200795,-122.265204,0.219,Incident on WA-167 SB near MP 6 Right lane blocked. Expect delays.,WA-167 S,Sumner,Pierce,WA,US/Pacific,2020-12-03 22:58:00,36.0,92.0,10.0,0.0,Mostly Cloudy,False,False,Night,2020-12-03 23:26:00,2020-12-04 00:45:00,79.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,3.0,23.0,False,incident on wa-167 sb near mp 6 right lane blocked. expect delays.,66,False,Source1|2020-12-03 23:26:00|2020-12-04 00:45:00|47.200795|-122.265204|WA-167 S|incident on wa-167 sb near mp 6 right lane blocked. expect delays.
A-6930146,Source1,2,2020-12-04 00:14:00,2020-12-04 02:30:04,37.385412,-121.976169,0.245,SB 101 JNO GREAT AMERICA. 18 WHEELER VS SD[Shared],Bayshore Fwy S,Santa Clara,Santa Clara,CA,US/Pacific,2020-12-04 00:53:00,46.0,73.0,8.0,0.0,Fair,False,False,Night,2020-12-04 00:14:00,2020-12-04 02:30:04,136.06666666666666,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,0.0,False,sb 101 jno great america. 18 wheeler vs sd[shared],50,False,Source1|2020-12-04 00:14:00|2020-12-04 02:30:04|37.385412|-121.976169|Bayshore Fwy S|sb 101 jno great america. 18 wheeler vs sd[shared]
A-6840643,Source1,2,2020-12-04 00:14:00,2020-12-04 02:30:04,37.385412,-121.976169,0.245,SB 101 JNO GREAT AMERICA. 18 WHEELER VS SD[Shared],Bayshore Fwy S,Santa Clara,Santa Clara,CA,US/Pacific,2020-12-04 00:53:00,46.0,73.0,8.0,0.0,Fair,False,False,Night,2020-12-04 00:14:00,2020-12-04 02:30:04,136.06666666666666,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,0.0,False,sb 101 jno great america. 18 wheeler vs sd[shared],50,False,Source1|2020-12-04 00:14:00|2020-12-04 02:30:04|37.385412|-121.976169|Bayshore Fwy S|sb 101 jno great america. 18 wheeler vs sd[shared]
A-6825115,Source1,2,2020-12-04 02:18:00,2020-12-04 06:03:00,36.502858,-80.129467,0.152,Incident on NC-704 EB near SNOW HILL CHURCH RD Road closed. Take alternate route., NC 704 Hwy E,Lawsonville,Stokes,NC,US/Eastern,2020-12-04 02:15:00,42.0,70.0,10.0,0.0,Cloudy,False,False,Night,2020-12-04 02:18:00,2020-12-04 06:03:00,225.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,2.0,False,incident on nc-704 eb near snow hill church rd road closed. take alternate route.,81,False,Source1|2020-12-04 02:18:00|2020-12-04 06:03:00|36.502858|-80.129467| NC 704 Hwy E|incident on nc-704 eb near snow hill church rd road closed. take alternate route.
A-6591246,Source1,4,2020-12-04 02:18:00,2020-12-04 06:03:00,36.502858,-80.129467,0.152,Incident on NC-704 EB near SNOW HILL CHURCH RD Road closed. Take alternate route., NC 704 Hwy E,Lawsonville,Stokes,NC,US/Eastern,2020-12-04 02:15:00,42.0,70.0,10.0,0.0,Cloudy,False,False,Night,2020-12-04 02:18:00,2020-12-04 06:03:00,225.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,2.0,False,incident on nc-704 eb near snow hill church rd road closed. take alternate route.,81,False,Source1|2020-12-04 02:18:00|2020-12-04 06:03:00|36.502858|-80.129467| NC 704 Hwy E|incident on nc-704 eb near snow hill church rd road closed. take alternate route.
A-6638443,Source1,2,2020-12-04 07:07:21,2020-12-04 08:44:09,36.749836,-80.773962,3.303,Incident on I-77 NB near I-77 Drive with caution.,I-77 N,Hillsville,Carroll,VA,US/Eastern,2020-12-04 07:15:00,45.0,32.0,10.0,0.0,Cloudy,False,False,Night,2020-12-04 07:07:21,2020-12-04 08:44:09,96.8,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,7.0,False,incident on i-77 nb near i-77 drive with caution.,49,False,Source1|2020-12-04 07:07:21|2020-12-04 08:44:09|36.749836|-80.773962|I-77 N|incident on i-77 nb near i-77 drive with caution.
A-6847383,Source1,2,2020-12-04 07:07:21,2020-12-04 08:44:09,36.749836,-80.773962,3.303,Incident on I-77 NB near I-77 Drive with caution.,I-77 N,Hillsville,Carroll,VA,US/Eastern,2020-12-04 07:15:00,45.0,32.0,10.0,0.0,Cloudy,False,False,Night,2020-12-04 07:07:21,2020-12-04 08:44:09,96.8,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,4.0,7.0,False,incident on i-77 nb near i-77 drive with caution.,49,False,Source1|2020-12-04 07:07:21|2020-12-04 08:44:09|36.749836|-80.773962|I-77 N|incident on i-77 nb near i-77 drive with caution.
A-6762945,Source1,2,2020-12-06 19:06:22,2020-12-06 22:27:25,29.766078000000004,-95.277722,0.222,Incident on DEMAREE LN near NORVIC ST Drive with caution., Tilgham St,Houston,Harris,TX,US/Central,2020-12-06 18:53:00,58.0,53.0,10.0,0.0,Fair,False,False,Night,2020-12-06 19:06:22,2020-12-06 22:27:25,201.05,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,6.0,19.0,True,incident on demaree ln near norvic st drive with caution.,57,False,Source1|2020-12-06 19:06:22|2020-12-06 22:27:25|29.766078000000004|-95.277722| Tilgham St|incident on demaree ln near norvic st drive with caution.
A-6970495,Source1,2,2020-12-06 19:06:22,2020-12-06 22:27:25,29.766078000000004,-95.277722,0.222,Incident on DEMAREE LN near NORVIC ST Drive with caution., Tilgham St,Houston,Harris,TX,US/Central,2020-12-06 18:53:00,58.0,53.0,10.0,0.0,Fair,False,False,Night,2020-12-06 19:06:22,2020-12-06 22:27:25,201.05,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,6.0,19.0,True,incident on demaree ln near norvic st drive with caution.,57,False,Source1|2020-12-06 19:06:22|2020-12-06 22:27:25|29.766078000000004|-95.277722| Tilgham St|incident on demaree ln near norvic st drive with caution.
A-6805527,Source1,2,2020-12-07 01:00:00,2020-12-07 02:21:02,37.881986,-122.52486,0.012,SR1 AT ALMONTE - HQ FUEL GS. BLK MERZ BENZ GLC43 VS WHI AUDI HATCHBACK, Shoreline Hwy,Mill Valley,Marin,CA,US/Pacific,,,,,,,False,True,Night,2020-12-07 01:00:00,2020-12-07 02:21:02,81.03333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,0.0,1.0,False,sr1 at almonte - hq fuel gs. blk merz benz glc43 vs whi audi hatchback,70,False,Source1|2020-12-07 01:00:00|2020-12-07 02:21:02|37.881986|-122.52486| Shoreline Hwy|sr1 at almonte - hq fuel gs. blk merz benz glc43 vs whi audi hatchback
A-6709024,Source1,2,2020-12-07 01:00:00,2020-12-07 02:21:02,37.881986,-122.52486,0.012,SR1 AT ALMONTE - HQ FUEL GS. BLK MERZ BENZ GLC43 VS WHI AUDI HATCHBACK, Shoreline Hwy,Mill Valley,Marin,CA,US/Pacific,,,,,,,False,True,Night,2020-12-07 01:00:00,2020-12-07 02:21:02,81.03333333333333,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,0.0,1.0,False,sr1 at almonte - hq fuel gs. blk merz benz glc43 vs whi audi hatchback,70,False,Source1|2020-12-07 01:00:00|2020-12-07 02:21:02|37.881986|-122.52486| Shoreline Hwy|sr1 at almonte - hq fuel gs. blk merz benz glc43 vs whi audi hatchback
A-6639326,Source1,2,2020-12-07 23:29:00,2020-12-08 01:08:16,33.086968,-117.299705,0.967,I5 N LA COSTA NO. 92-7B; WILL BE OPENING UP #3 // MOVING EVERYTHING INTO SHOULDER AS BEST WE CAN [Shared],I-5 N,Encinitas,San Diego,CA,US/Pacific,2020-12-07 23:53:00,69.0,11.0,10.0,0.0,Fair,False,False,Night,2020-12-07 23:29:00,2020-12-08 01:08:16,99.26666666666667,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,0.0,23.0,False,i5 n la costa no. 92-7b; will be opening up #3 // moving everything into shoulder as best we can [shared],105,False,Source1|2020-12-07 23:29:00|2020-12-08 01:08:16|33.086968|-117.299705|I-5 N|i5 n la costa no. 92-7b; will be opening up #3 // moving everything into shoulder as best we can [shared]
A-6870111,Source1,2,2020-12-07 23:29:00,2020-12-08 01:08:16,33.086968,-117.299705,0.967,I5 N LA COSTA NO. 92-7B; WILL BE OPENING UP #3 // MOVING EVERYTHING INTO SHOULDER AS BEST WE CAN [Shared],I-5 N,Encinitas,San Diego,CA,US/Pacific,2020-12-07 23:53:00,69.0,11.0,10.0,0.0,Fair,False,False,Night,2020-12-07 23:29:00,2020-12-08 01:08:16,99.26666666666667,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,0.0,23.0,False,i5 n la costa no. 92-7b; will be opening up #3 // moving everything into shoulder as best we can [shared],105,False,Source1|2020-12-07 23:29:00|2020-12-08 01:08:16|33.086968|-117.299705|I-5 N|i5 n la costa no. 92-7b; will be opening up #3 // moving everything into shoulder as best we can [shared]
A-6669358,Source1,2,2020-12-08 12:38:30,2020-12-09 03:25:00,33.917182000000004,-118.104602,1.009,Slow traffic on San Gabriel River Fwy N - I-605 N from Rosecrans Ave (I-605) to Florence Ave (I-605) due to accident.,Imperial Hwy,Norwalk,Los Angeles,CA,US/Pacific,2020-12-08 12:53:00,85.0,6.0,10.0,0.0,Fair,False,False,Day,2020-12-08 12:38:30,2020-12-09 03:25:00,886.5,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,12.0,False,slow traffic on san gabriel river fwy n - i-605 n from rosecrans ave (i-605) to florence ave (i-605) due to accident.,117,False,Source1|2020-12-08 12:38:30|2020-12-09 03:25:00|33.917182000000004|-118.104602|Imperial Hwy|slow traffic on san gabriel river fwy n - i-605 n from rosecrans ave (i-605) to florence ave (i-605) due to accident.
A-6943264,Source1,2,2020-12-08 12:38:30,2020-12-09 03:25:00,33.917182000000004,-118.104602,1.009,Slow traffic on San Gabriel River Fwy N - I-605 N from Rosecrans Ave (I-605) to Florence Ave (I-605) due to accident.,Imperial Hwy,Norwalk,Los Angeles,CA,US/Pacific,2020-12-08 12:53:00,85.0,6.0,10.0,0.0,Fair,False,False,Day,2020-12-08 12:38:30,2020-12-09 03:25:00,886.5,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,12.0,False,slow traffic on san gabriel river fwy n - i-605 n from rosecrans ave (i-605) to florence ave (i-605) due to accident.,117,False,Source1|2020-12-08 12:38:30|2020-12-09 03:25:00|33.917182000000004|-118.104602|Imperial Hwy|slow traffic on san gabriel river fwy n - i-605 n from rosecrans ave (i-605) to florence ave (i-605) due to accident.
A-6629649,Source1,4,2020-12-08 15:22:00,2020-12-08 19:22:00,35.982453,-78.26494100000002,0.291,Near Louisburg / Both Directions. The road is closed at NC-39, NC 39 Hwy S,Louisburg,Franklin,NC,US/Eastern,2020-12-08 15:15:00,45.0,49.0,10.0,0.0,Fair,False,False,Day,2020-12-08 15:22:00,2020-12-08 19:22:00,240.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,15.0,False,near louisburg / both directions. the road is closed at nc-39,61,False,Source1|2020-12-08 15:22:00|2020-12-08 19:22:00|35.982453|-78.26494100000002| NC 39 Hwy S|near louisburg / both directions. the road is closed at nc-39
A-6674388,Source1,2,2020-12-08 15:22:00,2020-12-08 19:22:00,35.982453,-78.26494100000002,0.291,Near Louisburg / Both Directions. The road is closed at NC-39, NC 39 Hwy S,Louisburg,Franklin,NC,US/Eastern,2020-12-08 15:15:00,45.0,49.0,10.0,0.0,Fair,False,False,Day,2020-12-08 15:22:00,2020-12-08 19:22:00,240.0,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,15.0,False,near louisburg / both directions. the road is closed at nc-39,61,False,Source1|2020-12-08 15:22:00|2020-12-08 19:22:00|35.982453|-78.26494100000002| NC 39 Hwy S|near louisburg / both directions. the road is closed at nc-39
A-6873641,Source1,2,2020-12-08 16:52:30,2020-12-08 17:26:00,36.747432,-119.802764,0.485,Slow traffic on CA-180 W from Fulton St (CA-180) to CA-99 (CA-180) due to accident.,CA-180 W,Fresno,Fresno,CA,US/Pacific,2020-12-08 16:53:00,59.0,41.0,6.0,0.0,Haze,False,False,Night,2020-12-08 16:52:30,2020-12-08 17:26:00,33.5,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,16.0,False,slow traffic on ca-180 w from fulton st (ca-180) to ca-99 (ca-180) due to accident.,83,False,Source1|2020-12-08 16:52:30|2020-12-08 17:26:00|36.747432|-119.802764|CA-180 W|slow traffic on ca-180 w from fulton st (ca-180) to ca-99 (ca-180) due to accident.
A-6649826,Source1,2,2020-12-08 16:52:30,2020-12-08 17:26:00,36.747432,-119.802764,0.485,Slow traffic on CA-180 W from Fulton St (CA-180) to CA-99 (CA-180) due to accident.,CA-180 W,Fresno,Fresno,CA,US/Pacific,2020-12-08 16:53:00,59.0,41.0,6.0,0.0,Haze,False,False,Night,2020-12-08 16:52:30,2020-12-08 17:26:00,33.5,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,16.0,False,slow traffic on ca-180 w from fulton st (ca-180) to ca-99 (ca-180) due to accident.,83,False,Source1|2020-12-08 16:52:30|2020-12-08 17:26:00|36.747432|-119.802764|CA-180 W|slow traffic on ca-180 w from fulton st (ca-180) to ca-99 (ca-180) due to accident.
A-6792073,Source1,2,2020-12-08 20:30:00,2020-12-08 21:45:26,28.492108,-82.429078,0.39,Incident on BROAD ST near POWELL RD Drive with caution., Broad St,Brooksville,Hernando,FL,US/Eastern,2020-12-08 20:53:00,38.0,89.0,9.0,0.0,Fair,False,True,Night,2020-12-08 20:30:00,2020-12-08 21:45:26,75.43333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,20.0,False,incident on broad st near powell rd drive with caution.,55,False,Source1|2020-12-08 20:30:00|2020-12-08 21:45:26|28.492108|-82.429078| Broad St|incident on broad st near powell rd drive with caution.
A-6969166,Source1,2,2020-12-08 20:30:00,2020-12-08 21:45:26,28.492108,-82.429078,0.39,Incident on BROAD ST near POWELL RD Drive with caution., Broad St,Brooksville,Hernando,FL,US/Eastern,2020-12-08 20:53:00,38.0,89.0,9.0,0.0,Fair,False,True,Night,2020-12-08 20:30:00,2020-12-08 21:45:26,75.43333333333334,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,20.0,False,incident on broad st near powell rd drive with caution.,55,False,Source1|2020-12-08 20:30:00|2020-12-08 21:45:26|28.492108|-82.429078| Broad St|incident on broad st near powell rd drive with caution.
A-6585044,Source1,2,2020-12-08 21:22:03,2020-12-08 23:14:15,45.531045,-122.665175,0.59,A crash has occurred causing no to minimum delays. Use caution.,I-5 N,Portland,Multnomah,OR,US/Pacific,2020-12-08 21:11:00,47.0,90.0,2.0,0.02,Rain,False,False,Night,2020-12-08 21:22:03,2020-12-08 23:14:15,112.2,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,21.0,False,a crash has occurred causing no to minimum delays. use caution.,63,False,Source1|2020-12-08 21:22:03|2020-12-08 23:14:15|45.531045|-122.665175|I-5 N|a crash has occurred causing no to minimum delays. use caution.
A-6934815,Source1,2,2020-12-08 21:22:03,2020-12-08 23:14:15,45.531045,-122.665175,0.59,A crash has occurred causing no to minimum delays. Use caution.,I-5 N,Portland,Multnomah,OR,US/Pacific,2020-12-08 21:11:00,47.0,90.0,2.0,0.02,Rain,False,False,Night,2020-12-08 21:22:03,2020-12-08 23:14:15,112.2,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,1.0,21.0,False,a crash has occurred causing no to minimum delays. use caution.,63,False,Source1|2020-12-08 21:22:03|2020-12-08 23:14:15|45.531045|-122.665175|I-5 N|a crash has occurred causing no to minimum delays. use caution.
A-6913794,Source1,2,2020-12-09 10:30:25,2020-12-09 12:50:49,29.440301,-98.484073,0.8170000000000001,Incident on I-35 NB near EXIT RAMP TO 281 Drive with caution.,I-35 N,San Antonio,Bexar,TX,US/Central,2020-12-09 10:51:00,74.0,19.0,10.0,0.0,Fair,False,False,Day,2020-12-09 10:30:25,2020-12-09 12:50:49,140.4,US_Accidents,reported_event_duration,End_Time minus Start_Time,False,False,False,False,False,True,2020.0,12.0,2.0,10.0,False,incident on i-35 nb near exit ramp to 281 drive with caution.,61,False,Source1|2020-12-09 10:30:25|2020-12-09 12:50:49|29.440301|-98.484073|I-35 N|incident on i-35 nb near exit ramp to 281 drive with caution.
