ID,Source,Severity,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,Description,Street,City,County,State,event_year,split
A-4250864,Source1,4,2022-06-19 02:39:04,2022-06-26 23:59:00,11359.933333333332,Closed road from Elm St to Indiana Blvd due to accident., Elm St,Dallas,Dallas,TX,2022.0,calibration
A-6255743,Source1,4,2021-09-23 03:21:00,2021-09-30 23:59:00,11318.0,Bridge closure from exit [7B] to I-110 N.,Glenn Anderson Fwy E,Los Angeles,Los Angeles,CA,2021.0,validation
A-5987603,Source1,4,2021-05-16 05:26:00,2021-05-23 23:59:00,11193.0,I-95 S is closed from I-95 (North) (I-95) to US-441/Florida's Tpke/Exit 12 (I-95) due to accident.,I-95,Miami,Miami-Dade,FL,2021.0,validation
A-4033378,Source1,4,2022-02-20 06:36:46,2022-02-27 23:59:00,11122.233333333334,TN-24 - US-70 W - US-70 E is closed from 1st Ave (US-70) to US-41/US-70/US-31/8th Ave (US-70) due to accident., Broadway,Nashville,Davidson,TN,2022.0,calibration
A-6306587,Source1,4,2021-09-16 07:13:14,2021-09-23 23:59:00,11085.766666666666,I-87 N is closed from Willis Ave/Exit 2 (I-87) to 138th St/Grand Concourse/3rd Ave/Exit 3 (I-87) due to accident.,Major Deegan Expy N,Bronx,Bronx,NY,2021.0,validation
A-5620058,Source1,4,2021-08-14 07:16:05,2021-08-21 23:59:00,11082.916666666666,Incident on MD-295 NB near MD-410 Road closed. Take alternate route.,Baltimore Washington Pkwy,Hyattsville,Prince George's,MD,2021.0,validation
A-5209804,Source1,4,2023-01-23 07:49:00,2023-01-30 23:59:00,11050.0,Incident on I-95 NB near EXIT 183 Use alternate exit ramp.,,Melbourne,Brevard,FL,2023.0,test
A-5812052,Source1,4,2021-03-05 08:35:06,2021-03-12 23:59:00,11003.9,Closed road from exit [37] to NE Warrendale Rd due to accident.,I-84 E,Cascade Locks,Multnomah,OR,2021.0,validation
A-3453519,Source1,4,2016-12-15 12:07:59,2016-12-23 01:51:22,10903.383333333333,Closed at The Plaza - Road closed due to accident. Roadwork., E Sugar Creek Rd,Charlotte,Mecklenburg,NC,2016.0,train
A-6537181,Source1,2,2021-01-29 08:00:00,2021-02-05 20:00:00,10800.0,Incident on I-70 WB near MISSOURI STATE LINE Road closed. Take alternate route.,I-70 W,Kansas City,Wyandotte,KS,2021.0,validation
A-5569697,Source1,4,2021-06-06 13:51:17,2021-06-13 23:59:00,10687.716666666667,Incident on I-280 EB near COUNTY HWY-577 Road closed. Take alternate route.,I-280,West Orange,Essex,NJ,2021.0,validation
A-6961133,Source1,2,2020-09-20 06:31:16,2020-09-27 15:29:05,10617.816666666668,The highway is closed. Use alternate routes., Caves Hwy,Cave Junction,Josephine,OR,2020.0,train
A-6837862,Source1,2,2020-09-20 06:31:16,2020-09-27 15:29:05,10617.816666666668,The highway is closed. Use alternate routes., Caves Hwy,Cave Junction,Josephine,OR,2020.0,train
A-6537515,Source1,2,2021-02-15 08:34:53,2021-02-22 15:34:00,10499.116666666667,The highway is closed. Use alternate routes., Silver Falls Hwy SE,Aumsville,Marion,OR,2021.0,validation
A-5596443,Source1,2,2021-07-05 17:16:43,2021-07-12 23:54:31,10477.8,A wildfire is in the area. Use an alternate route., N Umpqua Hwy,Glide,Douglas,OR,2021.0,validation
A-5275337,Source1,4,2022-07-14 19:36:42,2022-07-21 23:59:00,10342.3,Incident on MD-200 EB near MM 7 Road closed. Take alternate route.,MD-200,Derwood,Montgomery,MD,2022.0,calibration
A-3764747,Source1,2,2023-01-27 19:41:10,2023-02-03 23:59:00,10337.833333333334,Accident at exit [4]., Beach St,New York,New York,NY,2023.0,test
A-4434981,Source1,2,2022-11-07 20:10:00,2022-11-14 23:59:00,10309.0,Incident on I-95 NB near MM 216 Three lanes blocked. Expect delays.,I-95,Titusville,Brevard,FL,2022.0,calibration
A-4298315,Source1,4,2022-09-25 06:44:30,2022-10-02 10:00:00,10275.5,Road Closed - on I-580 in both directions from Eastlake Blvd to Hobart St in Washoe County Nevada. October 2nd from 7:00am to 10:00am road will be closed periodically. Expect delays. Estimated End Time is 10:00 AM on 10/02/22,I-580 S,Washoe Valley,Washoe,NV,2022.0,calibration
A-6948411,Source1,2,2020-12-16 13:53:25,2020-12-23 17:05:00,10271.583333333334,Slow traffic on FL-858 from SW 40th Ave (Hallandale Beach Blvd) to I-95 (Hallandale Beach Blvd) due to accident., W Hallandale Beach Blvd,Hallandale,Broward,FL,2020.0,train
A-3929573,Source1,4,2022-11-07 20:57:23,2022-11-14 23:59:00,10261.616666666667,I-95 N is closed from FL-407/Exit 78 (I-95) to FL-406/Exit 80 (I-95) due to accident.,I-95,Titusville,Brevard,FL,2022.0,calibration
A-5316110,Source1,2,2022-06-08 01:31:58,2022-06-15 03:59:00,10227.033333333333,Accident from Bircher Blvd to E I70 Hwy., Bircher Blvd,St Louis,St Louis (City),MO,2022.0,calibration
A-5066309,Source1,2,2022-08-30 00:48:19,2022-09-06 02:59:00,10210.683333333332,Accident on Page Ave from US-67/Lindbergh Blvd to Woodson Rd., Page Ave,St Louis,St Louis,MO,2022.0,calibration
A-5482781,Source1,2,2021-06-15 13:38:00,2021-06-22 15:00:00,10162.0,Accident from CA-180 (S McCall Ave) to E Jensen Ave (S McCall Ave)., E Kings Canyon Rd,Sanger,Fresno,CA,2021.0,validation
A-6019445,Source1,2,2021-06-24 14:15:00,2021-07-01 15:30:00,10155.0,Incident on I-81 NB near MARYLAND Drive with caution.,I-81,Chambersburg,Franklin,PA,2021.0,validation
A-7050682,Source1,4,2020-06-19 05:04:14,2020-06-26 05:00:00,10075.766666666666,Closed between NE Corbett Hill Rd and I-84 - Road closed due to accident. Roadwork., E Historic Columbia River Hwy,Corbett,Multnomah,OR,2020.0,train
A-7053304,Source1,4,2020-06-19 05:04:14,2020-06-26 05:00:00,10075.766666666666,Closed between NE Corbett Hill Rd and I-84/US-30/Columbia Riv Hwy/FRTG Rd - Road closed due to accident. Roadwork., E Historic Columbia River Hwy,Corbett,Multnomah,OR,2020.0,train
A-3843806,Source1,2,2022-09-21 01:57:07,2022-09-28 01:17:20,10040.216666666667,A crash has occurred causing no to minimum delays. Use caution.,I-5 N,Wolf Creek,Josephine,OR,2022.0,calibration
A-6351768,Source1,2,2021-02-12 18:03:56,2021-02-19 15:45:00,9941.066666666668,Hazardous tree or vegetation. Use an alternate route., Mount Angel Scotts Mills Rd NE,Silverton,Marion,OR,2021.0,validation
A-6793584,Source1,2,2020-10-03 07:19:32,2020-10-10 03:25:55,9846.383333333333,Incident on BEAR TRL near BOWDISH RD Drive with caution., Bear Trl,Whitefish,Flathead,MT,2020.0,train
A-7454344,Source1,2,2019-02-19 20:03:01,2019-02-26 10:16:52,9493.85,At Old Emigrant Rd/Exit 234 - Accident.,Old Oregon Trl,Meacham,Umatilla,OR,2019.0,train
A-6270943,Source1,2,2021-03-15 06:25:17,2021-03-21 20:01:00,9455.716666666667,Stationary traffic on FL-826 from 10th Ave (FL-826) to 2nd Ave (FL-826) due to accident., N Miami Beach Blvd,North Miami Beach,Miami-Dade,FL,2021.0,validation
A-6899403,Source1,2,2020-12-16 13:53:25,2020-12-23 01:39:30,9346.083333333334,Slow traffic on FL-858 from SW 40th Ave (Hallandale Beach Blvd) to I-95 (Hallandale Beach Blvd) due to accident., W Hallandale Beach Blvd,Hallandale,Broward,FL,2020.0,train
A-6729386,Source1,2,2020-09-09 03:02:09,2020-09-15 14:15:00,9312.85,A wildfire in the area has OR-211 closed between Estacada and OR-213. Use alternate route., Woodburn-Estacada Hwy,Molalla,Clackamas,OR,2020.0,train
A-5784090,Source1,2,2021-04-04 07:10:30,2021-04-10 17:12:42,9242.2,Slow traffic from W 74th St to I-110 S due to accident., S Figueroa St,Los Angeles,Los Angeles,CA,2021.0,validation
A-6000617,Source1,2,2021-04-01 02:04:00,2021-04-07 12:03:52,9239.866666666667,Slow traffic on FL-826 - FL-826 E - FL-91 S - Florida's Tpke S from Florida's Tpke (FL-826) to FL-915/6th Ave (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,2021.0,validation
A-6586743,Source1,2,2020-12-16 13:53:25,2020-12-22 23:08:32,9195.116666666667,Stationary traffic on FL-858 from SW 40th Ave (Hallandale Beach Blvd) to I-95 (Hallandale Beach Blvd) due to accident.,W Hallandale Beach Blvd,Hallandale,Broward,FL,2020.0,train
A-6814924,Source1,2,2020-12-22 20:38:50,2020-12-29 03:41:00,9062.166666666666,A landslide has occurred. Use caution.,Hyland Ln,Coos Bay,Coos,OR,2020.0,train
A-6858404,Source1,2,2020-09-24 20:01:03,2020-09-30 23:27:33,8846.5,Incident on I-580 near MOANA LN Expect delays.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,2020.0,train
A-5670415,Source1,2,2021-07-29 15:09:28,2021-08-04 16:32:19,8722.85,Incident on CLARKS ADDITION LN near CLARKS ADDITION LOOP Expect delays., Clarks Addition Loop,Noxon,Sanders,MT,2021.0,validation
A-5578871,Source1,2,2021-05-27 14:17:00,2021-06-02 15:30:00,8713.0,Incident on I-81 SB near PA-316 Road closed. Take alternate route.,I-81 S,Chambersburg,Franklin,PA,2021.0,validation
A-7297133,Source1,2,2019-11-27 16:56:36,2019-12-03 09:29:58,8193.366666666667,At North Fork Ryegrass Creek Rd - Accident.,Steens Hwy,Riverside,Malheur,OR,2019.0,train
A-6427838,Source1,4,2021-01-15 20:04:29,2021-01-21 09:57:54,8033.416666666667,TN-43 is closed from Wade St to Dice St due to accident., Wade St,South Fulton,Obion,TN,2021.0,validation
A-6884769,Source1,4,2020-09-12 17:38:00,2020-09-18 06:59:00,8001.0,Road US-199 is closed from Waldo Rd (US-199) to OR--CA State Border (US-199) due to accident landslips. Passable with care.,Arrowhead Dr,O Brien,Josephine,OR,2020.0,train
A-7346953,Source1,4,2019-10-18 19:00:00,2019-10-24 06:00:00,7860.0,Closed between I-220/US-49/Exit 41 and I-55/Terry Rd/Exit 43 - Road closed due to accident. Roadwork. Right lane blocked.,I-20 E,Jackson,Hinds,MS,2019.0,train
A-5583379,Source1,2,2021-03-22 06:30:42,2021-03-27 17:12:25,7841.716666666666,Stationary traffic on FL-826 - US-1 S - FL-5 from US-1 to NE 26th Ave due to accident., Biscayne Blvd,North Miami Beach,Miami-Dade,FL,2021.0,validation
A-6091950,Source1,2,2021-03-22 06:30:42,2021-03-27 15:49:09,7758.45,Stationary traffic on FL-826 from 19th Ave (FL-826) to FL-A1A/Collins Ave (FL-826) due to accident., NE 163rd St,North Miami Beach,Miami-Dade,FL,2021.0,validation
A-3915416,Source1,2,2022-08-17 06:03:51,2022-08-22 14:47:59,7724.133333333333,Incident on TRENHOLM RD near DECKER BLVD Drive with caution.,Decker Blvd,Columbia,Richland,SC,2022.0,calibration
A-5925206,Source1,4,2021-07-23 22:00:00,2021-07-29 05:00:00,7620.0,Closed road from Portland East to SE 96th Dr / SE Division St due to accident.,E Portland Fwy N,Portland,Multnomah,OR,2021.0,validation
A-6777761,Source1,2,2020-12-24 01:03:57,2020-12-29 05:52:25,7488.466666666666,Incident on I-94 EB near CR-19 Drive with caution.,Labeaux Ave NE,Albertville,Wright,MN,2020.0,train
A-6913040,Source1,2,2020-12-24 01:03:57,2020-12-29 05:52:25,7488.466666666666,Incident on I-94 EB near CR-19 Drive with caution.,Labeaux Ave NE,Albertville,Wright,MN,2020.0,train
A-7282628,Source1,2,2020-01-04 03:23:45,2020-01-09 07:23:00,7439.25,At Coyote Creek Rd/Exit 76 - Accident.,I-5 N,Wolf Creek,Josephine,OR,2020.0,train
A-7447350,Source1,2,2019-02-14 16:12:56,2019-02-19 20:12:00,7439.066666666667,At County Road 3-10/County Road 3-14 - Accident., Highway 140,Adel,Lake,OR,2019.0,train
A-6807513,Source1,4,2020-09-08 04:53:00,2020-09-13 08:52:00,7439.0,Incident on OR-126 SB near MP 0 Expect delays.,State Highway 126,Blue River,Linn,OR,2020.0,train
A-3434496,Source1,4,2016-09-14 04:54:06,2016-09-19 08:00:00,7385.9,Closed between IA-146/Exit 182 and IA-224/Exit 173 - Road closed due to accident. Lane closed.,I-80 W,Grinnell,Jasper,IA,2016.0,train
A-6201790,Source1,2,2021-07-07 12:25:00,2021-07-12 15:10:32,7365.533333333334,Incident on FL-874 NB near SW 152ND ST Drive with caution.,FL-874 N,Miami,Miami-Dade,FL,2021.0,validation
A-6004339,Source1,2,2021-07-07 12:25:00,2021-07-12 15:10:32,7365.533333333334,Incident on I-95 SB near MM 357 Drive with caution.,I-95 S,Jacksonville,Duval,FL,2021.0,validation
A-5474666,Source1,2,2021-07-07 13:55:00,2021-07-12 15:10:30,7275.5,Incident on US-17 near SW OGDEN ACRES RD Right lane blocked. Expect delays., SW Highway 17,Arcadia,DeSoto,FL,2021.0,validation
A-7063538,Source1,4,2020-06-26 09:58:11,2020-07-01 06:00:00,6961.816666666667,Closed between NE Corbett Hill Rd and I-84 - Road closed due to accident. Roadwork. Lane closed., E Historic Columbia River Hwy,Corbett,Multnomah,OR,2020.0,train
A-7063451,Source1,4,2020-06-26 09:58:11,2020-07-01 06:00:00,6961.816666666667,Closed between NE Corbett Hill Rd and I-84/US-30/Columbia Riv Hwy/FRTG Rd - Road closed due to accident. Roadwork. Lane closed., E Historic Columbia River Hwy,Corbett,Multnomah,OR,2020.0,train
A-6897988,Source1,2,2020-09-10 23:15:57,2020-09-15 19:17:00,6961.05,The highway is closed. Use alternate routes.,E Diamond Lake Hwy,Chemult,Klamath,OR,2020.0,train
A-6934031,Source1,2,2020-09-08 06:38:26,2020-09-13 02:06:38,6928.2,Incident on OR-22 EB near MP 16 Drive with caution., N Santiam Hwy SE,Stayton,Marion,OR,2020.0,train
A-5002365,Source1,4,2022-01-06 05:27:30,2022-01-10 23:59:00,6871.5,Closed road from US-30/NW St Helens Rd (Portland) (North) (US-30 Byp/NW Bridge Ave) to US-30/NW St Helens Rd (Portland) (South) (US-30 Byp/NW Bridge Ave) due to accident., NW Bridge Ave,Portland,Multnomah,OR,2022.0,calibration
A-6206695,Source1,2,2021-04-20 04:06:00,2021-04-24 20:45:00,6759.0,Slow traffic on FL-826 - FL-A1A from NE 163rd St to 170th St due to accident.,Sunny Isles Blvd,North Miami Beach,Miami-Dade,FL,2021.0,validation
A-6738568,Source1,2,2020-12-26 06:53:36,2020-12-30 22:38:00,6704.4,A crash has occurred causing no to minimum delays. Use caution., Highway 126,Sisters,Deschutes,OR,2020.0,train
A-7253626,Source1,2,2020-02-06 01:16:00,2020-02-10 16:30:00,6674.0,At UT-209/S Little Cottonwood Rd - Accident. Lane closed., E Little Cottonwood Rd,Sandy,Salt Lake,UT,2020.0,train
A-6607946,Source1,2,2020-09-28 13:21:25,2020-10-03 03:14:00,6592.583333333333,Slow traffic on FL-826 from FL-7/Florida's Tpke (FL-826) to 2nd Ave (FL-826) due to accident.,FL-7,Miami,Miami-Dade,FL,2020.0,train
A-6689601,Source1,4,2020-09-25 15:25:30,2020-09-30 02:22:15,6416.75,Road OR-22 is closed from NFD-11 (OR-22) to Gates Hill Rd (OR-22) due to accident.,N Santiam Hwy,Idanha,Linn,OR,2020.0,train
A-6819272,Source1,2,2020-09-08 08:05:21,2020-09-12 19:00:00,6414.65,The highway is closed. Use alternate routes., Highway 97 N,Chiloquin,Klamath,OR,2020.0,train
A-5629853,Source1,2,2021-04-19 03:28:00,2021-04-23 12:27:03,6299.05,Slow traffic on Riverside Fwy E - CA-91 E from 7th St (CA-91) to I-215/CA-60 (CA-91) due to accident.,CA-91 E,Riverside,Riverside,CA,2021.0,validation
A-7777133,Source1,2,2019-08-21 23:22:46,2019-08-26 08:00:00,6277.233333333334,At Spring Creek Rd/Exit 248 - Accident.,I-84 E,La Grande,Union,OR,2019.0,train
A-7446624,Source1,2,2019-02-11 03:14:07,2019-02-15 11:30:00,6255.883333333333,At Freezeout Ridge Rd - Accident., Highway 74 Lena,Heppner,Morrow,OR,2019.0,train
A-6007690,Source1,2,2021-06-21 09:30:00,2021-06-25 17:45:00,6255.0,Construction on CENTER ST near HOUSE 1106 Expect delays., N Center St,Mesa,Maricopa,AZ,2021.0,validation
A-6001782,Source1,2,2021-11-12 04:38:49,2021-11-16 12:46:52,6248.05,Falling rock has closed the road; a detour is in place. Use an alternate route., Scott Rd,Oakland,Douglas,OR,2021.0,validation
A-5066230,Source1,4,2022-05-20 06:30:00,2022-05-24 13:37:58,6187.966666666666,Incident on KIMBERLINA RD near POPLAR AVE Road closed. Take alternate route., Kimberlina Rd,Wasco,Kern,CA,2022.0,calibration
A-6775511,Source1,2,2020-11-12 12:29:00,2020-11-16 19:10:30,6161.5,Slow traffic on FL-826 E from 12th Ave (FL-826) to FL-7/Florida's Tpke (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,2020.0,train
A-6455312,Source1,2,2021-01-15 11:15:30,2021-01-19 17:27:30,6132.0,Stationary traffic on FL-854 - US-1 S - FL-5 from NE 205th Ter / NE 16th Ave to Aventura Blvd due to accident., NE 205th St,Miami,Miami-Dade,FL,2021.0,validation
A-6532985,Source1,2,2021-02-12 09:05:41,2021-02-16 15:06:00,6120.316666666667,A crash has occurred causing no to minimum delays. Use caution., Highway 20,Harper,Malheur,OR,2021.0,validation
A-7444381,Source1,2,2019-02-11 10:00:00,2019-02-15 15:00:00,6060.0,At I-66/Exit 49 - Accident. Lane blocked.,Capital Beltway N,Falls Church,Fairfax County,VA,2019.0,train
A-6748596,Source1,4,2020-09-10 22:40:07,2020-09-15 03:21:35,6041.466666666666,Road OR-126 is closed from Goodpasture Rd (OR-126) to Heritage Ln (OR-126) due to accident., McKenzie Hwy,Walterville,Lane,OR,2020.0,train
A-3442126,Source1,3,2016-06-26 01:48:46,2016-06-30 06:00:00,6011.233333333334,At IA-28/IA-401/Merle Hay/Exit 131 - Accident. Lane closed.,I-80 W,Des Moines,Polk,IA,2016.0,train
A-4950728,Source1,2,2022-06-23 15:37:36,2022-06-27 19:36:58,5999.366666666667,A stall has the EB right lane closed at MP-65. Use caution.,Sunset Hwy E,Beaverton,Washington,OR,2022.0,calibration
A-6643767,Source1,4,2020-10-29 07:00:00,2020-11-02 08:45:00,5865.0,Construction on CLEARVIEW RD SB near LITTLE TEXAS RD Expect delays., State Park Rd,Travelers Rest,Greenville,SC,2020.0,train
A-7777709,Source1,2,2019-08-23 10:14:30,2019-08-27 10:14:14,5759.733333333334,Between Buckhorn Ridge Rd and Inspiration Dr W - Accident. Construction work., Buckhorn Ridge Rd,Pioneer,Amador,CA,2019.0,train
A-7096169,Source1,4,2020-06-18 20:01:14,2020-06-22 20:00:55,5759.683333333333,Closed at RT-290/Chevy Dr - Road closed due to accident. Roadwork. Left lane closed. Ramp restrictions., Bridge St,East Syracuse,Onondaga,NY,2020.0,train
A-6989823,Source1,4,2020-05-28 18:34:14,2020-06-01 18:33:55,5759.683333333333,Closed at I-10/I-10 Frontage/Casa Grande Hwy - Road closed due to accident. Roadwork., N Davis Ave,Tucson,Pima,AZ,2020.0,train
A-7247370,Source1,4,2020-02-03 13:25:05,2020-02-07 13:24:44,5759.65,Closed between Central Park W and 5th Ave - Road closed due to accident. Roadwork., W 81st Transverse Rd,New York,New York,NY,2020.0,train
A-7164862,Source1,4,2020-04-07 20:56:22,2020-04-11 20:55:57,5759.583333333333,Closed at N Victory Pl/N Lincoln St - Road closed due to accident. Roadwork. Right lane blocked.,N Buena Vista St,Burbank,Los Angeles,CA,2020.0,train
A-7413388,Source1,2,2019-09-10 05:00:22,2019-09-14 04:59:57,5759.583333333333,At I-65/Exit 20 - Accident. Roadwork.,I-65 S,Indianapolis,Marion,IN,2019.0,train
A-7267268,Source1,2,2020-02-18 13:21:06,2020-02-22 13:20:28,5759.366666666667,At IN-1/Exit 164 - Accident. Roadwork.,I-74 E,Brookville,Dearborn,IN,2020.0,train
A-7708715,Source1,4,2019-04-12 22:38:41,2019-04-16 22:37:59,5759.3,Ramp to I-84 Eastbound - Accident. Roadwork. Left lane closed.,I-82 E,Hermiston,Umatilla,OR,2019.0,train
A-6181768,Source1,2,2021-06-24 00:00:00,2021-06-27 23:59:00,5759.0,Incident on 88TH ST EB near BYRON AVE Road closed. Take alternate route., 88th St,Miami Beach,Miami-Dade,FL,2021.0,validation
A-7394491,Source1,4,2019-09-22 04:56:13,2019-09-26 04:54:59,5758.766666666666,Closed between 140th St E and 30th St E - Road closed due to accident. Roadwork., E Avenue E,Lancaster,Los Angeles,CA,2019.0,train
A-7273763,Source1,4,2020-02-22 12:33:03,2020-02-26 12:31:48,5758.75,Closed between Soto St and E 6th St - Road closed due to accident. Roadwork., Whittier Blvd,Los Angeles,Los Angeles,CA,2020.0,train
A-7342328,Source1,4,2019-10-15 16:44:51,2019-10-19 16:43:32,5758.683333333333,Closed between M-44-CONN/Plainfield Ave/Exit 33 and I-196/Gerald R Ford Fwy - Road closed due to accident. Roadwork. Right lane blocked.,I-96 E,Grand Rapids,Kent,MI,2019.0,train
A-7747861,Source1,4,2019-08-26 10:44:24,2019-08-30 10:42:39,5758.25,Closed between Boyle Ave and E 6th St - Road closed due to accident. Roadwork.,Whittier Blvd,Los Angeles,Los Angeles,CA,2019.0,train
A-6994512,Source1,4,2020-05-31 18:36:27,2020-06-04 18:33:55,5757.466666666666,Closed between 111th Ave and El Mirage Rd - Road closed due to accident. Roadwork., W Northern Ave,Peoria,Maricopa,AZ,2020.0,train
A-7733149,Source1,2,2019-06-03 18:03:12,2019-06-07 17:59:38,5756.433333333333,At CA-163/6th Ave/10th Ave/Exit 16 - Accident. Roadwork., 3rd Ave,San Diego,San Diego,CA,2019.0,train
A-7774514,Source1,2,2019-08-16 17:42:15,2019-08-20 17:26:07,5743.866666666667,At ID-55/Exit 33 - Accident. Roadway reduced to 1 lane.,I-84 E,Caldwell,Canyon,ID,2019.0,train
A-6266357,Source1,2,2021-12-16 12:02:23,2021-12-20 11:45:00,5742.616666666667,A hazardous materials cleanup is causing minimal delay. Use caution.,Wilson Ln,Kent,Sherman,OR,2021.0,validation
A-6999157,Source1,2,2020-06-03 16:26:41,2020-06-07 16:09:02,5742.35,At ID-7/Gilbert Rd - Accident involving heavy truck., Highway 12,Orofino,Clearwater,ID,2020.0,train
A-6491175,Source1,2,2021-02-09 12:16:32,2021-02-13 11:45:00,5728.466666666666,Incident on I-84 EB near MP 345 Road hazard. Expect long delays.,I-84 E,Huntington,Baker,OR,2021.0,validation
A-6567405,Source1,4,2021-02-12 17:27:55,2021-02-16 16:50:00,5722.083333333333,Incident on OR-214 NB near MP 31 Expect delays., Silver Falls Dr SE,Silverton,Marion,OR,2021.0,validation
A-1146579,Source2,3,2021-02-15 05:06:50,2021-02-19 04:28:46,5721.933333333333,Entry ramp to Tx-8-Beltway Eastbound from Eastex Fwy Northbound closed due to ice.,Eddie Dr,Humble,Harris,TX,2021.0,validation
A-6773471,Source1,2,2020-09-15 15:09:12,2020-09-19 14:00:00,5690.8,The highway is closed. Use alternate routes., W Main St,Silverton,Marion,OR,2020.0,train
A-7252059,Source1,2,2020-02-06 15:37:34,2020-02-10 14:24:06,5686.533333333334,At US-89 - Accident. Roadway reduced to 1 lane.,US-26 E,Irwin,Bonneville,ID,2020.0,train
A-7723128,Source1,3,2019-05-15 14:41:14,2019-05-19 13:23:16,5682.033333333334,At US-1/US-401/Capital Blvd/Exit 11 - Accident. Construction work.,US-1 N,Raleigh,Wake,NC,2019.0,train
A-7283576,Source1,2,2020-01-05 18:54:33,2020-01-09 17:33:59,5679.433333333333,At W Carnie Rd/W Kidd Island Rd - Accident., S Highway 95,Coeur D Alene,Kootenai,ID,2020.0,train
A-6994586,Source1,2,2020-06-01 15:58:12,2020-06-05 14:17:01,5658.816666666667,At E Twinlow Rd - Accident involving heavy truck., N Highway 41,Spirit Lake,Kootenai,ID,2020.0,train
A-4666675,Source1,2,2022-12-01 17:40:14,2022-12-05 13:58:08,5537.9,A hazardous materials cleanup is causing minimal delay to traffic. Use caution.,I-84 W,Pendleton,Umatilla,OR,2022.0,calibration
A-6329949,Source1,2,2021-05-06 13:58:21,2021-05-10 08:53:00,5454.65,Incident on US-20 EB near MP 81 Drive with caution.,Central Oregon Hwy,Silver Lake,Lake,OR,2021.0,validation
A-6974015,Source1,2,2020-09-11 00:50:58,2020-09-14 19:00:00,5409.033333333334,Hazardous debris is causing no to minimum delays. Use caution.,US-30 W,Mosier,Wasco,OR,2020.0,train
A-6600564,Source1,4,2020-09-09 14:20:00,2020-09-13 06:59:00,5319.0,Road OR-99 is closed from E Rapp Rd (OR-99) to S Valley View Rd (OR-99) due to accident landslips. Passable with care., Highway 99 N,Ashland,Jackson,OR,2020.0,train
A-6511737,Source1,2,2021-02-11 20:27:00,2021-02-15 11:37:30,5230.5,Slow traffic from US-30/Exit 3 (I-405) to I-5 (Portland) (North) (I-405) due to accident.,Fremont Bridge,Portland,Multnomah,OR,2021.0,validation
A-6463327,Source1,2,2021-01-06 15:59:32,2021-01-10 06:59:03,5219.516666666666,Slow traffic on FL-915 - FL-826 from NE 166th St to N Miami Beach Blvd due to accident., NE 6th Ave,Miami,Miami-Dade,FL,2021.0,validation
A-6353531,Source1,2,2021-02-10 06:23:58,2021-02-13 21:21:00,5217.033333333334,Stationary traffic on I-278 W from Bronx River Ave (Bronx) (North) (I-278) to I-895 (I-278) due to accident.,Bruckner Expy,Bronx,Bronx,NY,2021.0,validation
A-4270857,Source1,2,2022-10-29 22:24:07,2022-11-02 12:51:17,5187.166666666667,Incident on BLUFF RD near SIMMONS ST Expect delays., Simmons St,Columbia,Richland,SC,2022.0,calibration
A-5162354,Source1,2,2022-02-27 04:16:49,2022-03-02 18:40:25,5183.6,Incident on SINGING HALL RD near WREN SCHOOL RD Drive with caution., Singing Hall Rd,Piedmont,Anderson,SC,2022.0,calibration
A-6636230,Source1,2,2020-07-31 00:54:38,2020-08-03 14:54:00,5159.366666666667,At I-84 - Accident., S Highway 395,Hermiston,Umatilla,OR,2020.0,train
A-5598535,Source1,2,2021-04-05 03:47:30,2021-04-08 17:44:29,5156.983333333334,Slow traffic on US-1 N - US-9 N from Urbanowitz Ave / E Linden Ave to Carlton St / Allen St due to accident., S Park Ave,Linden,Union,NJ,2021.0,validation
A-5747052,Source1,2,2021-04-07 03:54:30,2021-04-10 17:30:37,5136.116666666667,Slow traffic from W 70th St to I-110 S due to accident., S Figueroa St,Los Angeles,Los Angeles,CA,2021.0,validation
A-6252659,Source1,2,2021-05-17 05:10:30,2021-05-20 18:40:01,5129.516666666666,Slow traffic on FL-948 - FL-969 from NW 34th St to NW 74th Ave due to accident., NW 72nd Ave,Miami,Miami-Dade,FL,2021.0,validation
A-5602087,Source1,2,2021-05-03 06:29:42,2021-05-06 18:13:49,5024.116666666667,Slow traffic on FL-826 from 2nd Ave (FL-826) to FL-915/6th Ave (FL-826) due to accident., NE 167th St,Miami,Miami-Dade,FL,2021.0,validation
A-5555475,Source1,2,2021-05-03 06:29:42,2021-05-06 16:59:05,4949.383333333333,Slow traffic on FL-826 from 2nd Ave (FL-826) to FL-915/6th Ave (FL-826) due to accident., NE 167th St,Miami,Miami-Dade,FL,2021.0,validation
A-5805647,Source1,2,2021-05-21 05:08:00,2021-05-24 15:29:06,4941.1,Stationary traffic from FL-860/NW 183rd St/Miami Gardens Dr (Ludlam Rd/NW 67th Ave) to Miami Lakes Dr (Ludlam Rd/NW 67th Ave) due to accident.,NW 67th Ave,Hialeah,Miami-Dade,FL,2021.0,validation
A-6232873,Source1,2,2021-04-21 02:59:00,2021-04-24 13:03:42,4924.7,Slow traffic on FL-934 - US-441 N from NW 8th Ave to NW 81st St due to accident., NW 8th Ave,Miami,Miami-Dade,FL,2021.0,validation
