ID,Source,Severity,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,Description,Street,City,County,State,event_year,split
A-5665631,Source1,2,2021-05-24 14:28:00,2022-05-24 16:13:00,525705.0,Construction on US-190 EB near LA-983 Road closed. Take alternate route.,Grand Bayou Rd,Port Allen,West Baton Rouge,LA,2021.0,validation
A-6012685,Source1,4,2021-06-06 16:48:00,2022-06-06 18:33:00,525705.0,Construction on I-20 WB near FIFI BAYOU Road closed. Take alternate route.,I-20,Bossier City,Bossier,LA,2021.0,validation
A-5640918,Source1,4,2021-06-01 16:09:00,2022-06-01 17:54:00,525705.0,Construction on I-20 EB near MACKS BAYOU Road closed. Take alternate route.,I-20,Bossier City,Bossier,LA,2021.0,validation
A-5554737,Source1,2,2021-10-06 13:37:00,2022-10-06 15:22:00,525705.0,Incident on I-10 WB near US-190-BR Drive with caution.,I-10 W,Slidell,St. Tammany,LA,2021.0,validation
A-5717182,Source1,2,2021-12-01 17:18:00,2022-12-01 19:03:00,525705.0,Incident on I-10 WB near VERDINE BAYOU Left lane blocked.,I-10 W,Westlake,Calcasieu,LA,2021.0,validation
A-5944702,Source1,2,2021-08-21 14:54:00,2022-08-21 16:39:00,525705.0,Incident on LA-1 SB near LA-523 Left lane blocked., Youree Dr,Shreveport,Caddo,LA,2021.0,validation
A-6313691,Source1,2,2021-08-14 13:30:00,2022-08-14 15:15:00,525705.0,Incident on US-61 NB near I-110 Right lane blocked. Expect delays.,Scenic Hwy,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6607209,Source1,2,2020-10-04 13:40:00,2021-10-04 15:25:00,525705.0,Incident on I-10 EB near LA-30 Right lane blocked. Expect delays.,I-10 E,Port Allen,West Baton Rouge,LA,2020.0,train
A-6618821,Source1,2,2020-09-29 02:02:00,2021-09-29 03:47:00,525705.0,Incident on I-20 WB near LA-145 Drive with caution.,I-20 W,Calhoun,Ouachita,LA,2020.0,train
A-5616533,Source1,2,2021-05-31 17:37:00,2022-05-31 19:22:00,525705.0,Incident on I-20 WB near TRAFFIC ST Right lane blocked. Expect delays.,I-20 W,Bossier City,Bossier,LA,2021.0,validation
A-6418970,Source1,2,2021-01-23 18:43:00,2022-01-23 20:28:00,525705.0,Incident on I-20 WB near RED RIVER Right lane blocked. Expect delays.,I-20 W,Bossier City,Bossier,LA,2021.0,validation
A-5631920,Source1,2,2021-07-17 11:40:00,2022-07-17 13:25:00,525705.0,Incident on I-210 EB near D'LNDE BAYOU Right lane blocked. Expect delays.,I-210 E,Westlake,Calcasieu,LA,2021.0,validation
A-5679277,Source1,2,2021-10-18 07:49:00,2022-10-18 09:34:00,525705.0,Incident on I-20 WB near FLAT RIVER Left lane blocked.,I-20 W,Bossier City,Bossier,LA,2021.0,validation
A-6396970,Source1,2,2021-01-14 04:52:00,2022-01-14 06:37:00,525705.0,Construction on I-10 WB near LA-347 Road closed. Take alternate route.,I-10 W,Breaux Bridge,St. Martin,LA,2021.0,validation
A-5710359,Source1,4,2021-09-30 16:01:00,2022-09-30 17:46:00,525705.0,Construction on I-10 WB near LA-95 Road closed. Take alternate route.,I-10 W,Scott,Acadia,LA,2021.0,validation
A-6697310,Source1,2,2020-10-22 07:15:00,2021-10-22 09:00:00,525705.0,Incident on I-510 NB near LAKE FOREST BLVD Drive with caution.,Paris Rd N,New Orleans,Orleans,LA,2020.0,train
A-5673666,Source1,2,2021-11-26 20:20:00,2022-11-26 22:05:00,525705.0,Construction on I-10 WB near ASCENSION ST JAMES PARISH LINE Road closed. Take alternate route.,I-10,Sorrento,Ascension,LA,2021.0,validation
A-4056457,Source1,4,2022-02-02 08:39:00,2023-02-02 10:24:00,525705.0,Construction on LA-28 EB near PALMETTO ST Road closed. Take alternate route., Hwy 28 E,Pineville,Rapides,LA,2022.0,calibration
A-6127431,Source1,2,2021-05-24 14:35:00,2022-05-24 16:20:00,525705.0,Construction on US-190 WB near LA-983 Road closed. Take alternate route., Highway 190 W,Port Allen,West Baton Rouge,LA,2021.0,validation
A-6679378,Source1,2,2020-12-10 01:34:00,2021-12-10 03:19:00,525705.0,Incident on I-20 WB near FIFI BAYOU Drive with caution.,I-20 W,Bossier City,Bossier,LA,2020.0,train
A-6965258,Source1,2,2020-11-27 07:53:00,2021-11-27 09:38:00,525705.0,Incident on I-10 EB near INNER HARBOR NAVIGATION CANAL Expect long delays.,I-10 E,New Orleans,Orleans,LA,2020.0,train
A-6214256,Source1,2,2021-11-02 01:17:00,2022-11-02 03:02:00,525705.0,Incident on LA-47 NB near INTRACOASTAL WATERWAY Right lane blocked. Expect delays.,Paris Rd N,New Orleans,Orleans,LA,2021.0,validation
A-4703013,Source1,2,2022-02-02 08:59:00,2023-02-02 10:44:00,525705.0,Incident on I-220 EB near TWELVEMILE BAYOU Right lane blocked. Expect delays.,I-220,Shreveport,Caddo,LA,2022.0,calibration
A-6859620,Source1,2,2020-11-28 00:50:00,2021-11-28 02:35:00,525705.0,Incident on I-10 WB near ACADIAN THWY Left lane blocked.,I-10,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-5929719,Source1,4,2021-03-02 16:58:00,2022-03-02 18:43:00,525705.0,Construction on I-10 WB near LAKE BIGEAUX Road closed. Take alternate route.,I-10 W,Lafayette,Lafayette,LA,2021.0,validation
A-6718480,Source1,2,2020-10-23 01:39:00,2021-10-23 03:24:00,525705.0,Incident on I-12 EB near TANGIPAHOA RIVER Drive with caution.,I-12 E,Hammond,Tangipahoa,LA,2020.0,train
A-6629370,Source1,2,2020-12-17 04:36:00,2021-12-17 06:21:00,525705.0,Incident on I-55 SB near S SLOUGH Drive with caution.,I-55 S,Ponchatoula,Tangipahoa,LA,2020.0,train
A-6566476,Source1,2,2021-02-15 06:15:00,2022-02-15 08:00:00,525705.0,Incident on I-12 WB near LA-1068 Left lane blocked.,I-12 W,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6675357,Source1,2,2020-10-26 00:48:00,2021-10-26 02:33:00,525705.0,Incident on I-20 EB near JEWELLA AVE Drive with caution.,I-20 E,Shreveport,Caddo,LA,2020.0,train
A-5697734,Source1,4,2021-04-21 06:49:00,2022-04-21 08:34:00,525705.0,Construction on I-10 WB near US-51 Road closed. Take alternate route.,I-10,Reserve,St John the Baptist,LA,2021.0,validation
A-3933641,Source1,2,2022-03-15 18:02:00,2023-03-15 19:47:00,525705.0,Incident on I-10 EB near ST CHARLES ST JOHN THE BAPTIST PARISH LINE Left lane blocked.,I-10,Kenner,Jefferson,LA,2022.0,calibration
A-6734094,Source1,2,2020-10-23 06:57:00,2021-10-23 08:42:00,525705.0,Incident on I-10 WB near CANAL NO 17 Left lane blocked.,I-10 W,Saint Rose,St. Charles,LA,2020.0,train
A-4642359,Source1,2,2022-03-16 06:47:00,2023-03-16 08:32:00,525705.0,Incident on I-10 WB near US-51 Left lane blocked.,I-10,Gramercy,St James,LA,2022.0,calibration
A-5071900,Source1,2,2022-01-24 10:01:00,2023-01-24 11:46:00,525705.0,Construction on I-610 WB near PARIS AVE Road closed. Take alternate route.,I-10,New Orleans,Orleans,LA,2022.0,calibration
A-6791793,Source1,2,2020-10-13 22:11:00,2021-10-13 23:56:00,525705.0,Incident on I-55 NB near MANCHAC Left lane blocked.,US-51 N,LA Place,St. John the Baptist,LA,2020.0,train
A-6424064,Source1,2,2021-01-17 11:08:00,2022-01-17 12:53:00,525705.0,Incident on I-110 SB near I-10 Left lane blocked.,I-110 S,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6244402,Source1,2,2021-04-16 19:02:00,2022-04-16 20:47:00,525705.0,Incident on I-210 WB near I-10 Left lane blocked.,I-210 W,Lake Charles,Calcasieu,LA,2021.0,validation
A-4982208,Source1,2,2022-02-25 13:36:00,2023-02-25 15:21:00,525705.0,Incident on I-10 EB near ST CHARLES ST JOHN THE BAPTIST PARISH LINE Expect long delays.,I-10 E,Kenner,Jefferson,LA,2022.0,calibration
A-6501428,Source1,2,2021-01-16 12:45:00,2022-01-16 14:30:00,525705.0,Incident on I-610 EB near LONDON AVE CANAL Drive with caution.,I-610 E,New Orleans,Orleans,LA,2021.0,validation
A-5986230,Source1,2,2021-11-24 17:44:00,2022-11-24 19:29:00,525705.0,Construction on US-61 SB near I-10 Road closed. Take alternate route.,US-61,St Amant,Ascension,LA,2021.0,validation
A-6499317,Source1,2,2021-01-18 00:58:00,2022-01-18 02:43:00,525705.0,Incident on I-10 EB near VETERANS BLVD Right lane blocked. Expect delays.,I-10 E,Metairie,Jefferson,LA,2021.0,validation
A-4783946,Source1,2,2022-01-19 13:35:00,2023-01-19 15:20:00,525705.0,Incident on LA-28 WB near LA-3054 Right lane blocked. Expect delays., Coliseum Blvd,Alexandria,Rapides,LA,2022.0,calibration
A-5620031,Source1,2,2021-09-08 17:25:00,2022-09-08 19:10:00,525705.0,Construction on US-90 EB near FOLSE BAYOU Road closed. Take alternate route., Highway 90 E,Des Allemands,Lafourche,LA,2021.0,validation
A-5676353,Source1,2,2021-09-24 00:47:00,2022-09-24 02:32:00,525705.0,Incident on I-10 EB near LAKE PONTCHARTRAIN Expect long delays.,I-10 E,New Orleans,St. Tammany,LA,2021.0,validation
A-4026935,Source1,4,2022-02-12 06:49:00,2023-02-12 08:34:00,525705.0,Construction on I-10 WB near D'LNDE BAYOU Road closed. Take alternate route.,I-10,Sulphur,Calcasieu,LA,2022.0,calibration
A-6427821,Source1,2,2021-01-19 01:19:00,2022-01-19 03:04:00,525705.0,Incident on I-10 EB near OPELOUSAS ST Expect long delays.,US-90 E,Lake Charles,Calcasieu,LA,2021.0,validation
A-6034936,Source1,2,2021-10-16 23:33:00,2022-10-17 01:18:00,525705.0,Construction on I-10 WB near FRANKLIN AVE Road closed. Take alternate route.,I-10 W,New Orleans,Orleans,LA,2021.0,validation
A-6009069,Source1,2,2021-04-30 14:48:00,2022-04-30 16:33:00,525705.0,Construction on LA-73 NB near C BRAUD RD Road closed. Take alternate route., LA-73,Geismar,Ascension,LA,2021.0,validation
A-5607989,Source1,2,2021-07-09 14:19:00,2022-07-09 16:04:00,525705.0,Incident on I-20 EB near LA-72 Right lane blocked. Expect delays.,I-20 E,Bossier City,Bossier,LA,2021.0,validation
A-5553029,Source1,2,2021-03-18 07:01:00,2022-03-18 08:46:00,525705.0,Incident on I-10 EB near I-610 Right lane blocked. Expect delays.,I-10 E,Metairie,Jefferson,LA,2021.0,validation
A-5230622,Source1,2,2022-03-21 10:40:00,2023-03-21 12:25:00,525705.0,Incident on I-12 EB near LA-1077 Right lane blocked. Expect delays.,I-12 E,Ponchatoula,Tangipahoa,LA,2022.0,calibration
A-3789239,Source1,2,2022-02-04 16:37:00,2023-02-04 18:22:00,525705.0,Incident on I-55 SB near RUDDOCK Right lane blocked. Expect delays.,I-55,Laplace,St John the Baptist,LA,2022.0,calibration
A-4785479,Source1,2,2022-03-19 20:06:00,2023-03-19 21:51:00,525705.0,Incident on US-90 EB near THALIA ST Expect long delays.,S Claiborne Ave,New Orleans,Orleans,LA,2022.0,calibration
A-6684888,Source1,2,2020-12-18 00:06:00,2021-12-18 01:51:00,525705.0,Incident on US-71 SB near LA-496 Left lane blocked.,N MacArthur Dr,Alexandria,Rapides,LA,2020.0,train
A-6061040,Source1,2,2021-04-16 17:38:00,2022-04-16 19:23:00,525705.0,Incident on I-10 EB near RIDGEWAY BLVD Right lane blocked. Expect delays.,I-10 E,New Orleans,Orleans,LA,2021.0,validation
A-6502907,Source1,2,2021-01-29 11:31:00,2022-01-29 13:16:00,525705.0,Incident on I-10 WB near HAMPTON COULEE Right lane blocked. Expect delays.,I-10 W,Vinton,Calcasieu,LA,2021.0,validation
A-5605731,Source1,2,2021-08-13 17:14:00,2022-08-13 18:59:00,525705.0,Incident on I-49 SB near COTTONWOOD BAYOU Right lane blocked. Expect delays.,I-49,Shreveport,Caddo,LA,2021.0,validation
A-5826801,Source1,2,2021-02-19 03:06:00,2022-02-19 04:51:00,525705.0,Construction on I-10 EB near LAKE BIGEAUX Expect long delays.,I-10,Breaux Bridge,St Martin,LA,2021.0,validation
A-5842662,Source1,2,2021-05-27 06:43:00,2022-05-27 08:28:00,525705.0,Incident on I-12 EB near LA-43 Right lane blocked. Expect delays.,I-12 E,Hammond,Tangipahoa,LA,2021.0,validation
A-6843319,Source1,2,2020-09-12 03:19:00,2021-09-12 05:04:00,525705.0,Incident on I-220 WB near LA-3105 Right lane blocked. Expect delays.,I-220 W,Bossier City,Bossier,LA,2020.0,train
A-6704139,Source1,4,2020-10-27 21:49:00,2021-10-27 23:34:00,525705.0,Construction on I-10 WB near MISSISSIPPI RIVER Road closed. Take alternate route.,I-10 W,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-6764214,Source1,2,2020-11-30 01:02:00,2021-11-30 02:47:00,525705.0,Incident on I-10 WB near WESTLAKE (LA-378) Drive with caution.,I-10 W,Lake Charles,Calcasieu,LA,2020.0,train
A-6250515,Source1,2,2021-10-23 22:23:00,2022-10-24 00:08:00,525705.0,Incident on I-10 EB near LITTLE IRISH BAYOU Left lane blocked.,I-10 E,New Orleans,Orleans,LA,2021.0,validation
A-6202713,Source1,2,2021-12-29 11:48:00,2022-12-29 13:33:00,525705.0,Incident on I-10 WB near WING GULLY Expect long delays.,I-10,Vinton,Calcasieu,LA,2021.0,validation
A-6749437,Source1,2,2020-11-29 15:38:00,2021-11-29 17:23:00,525705.0,Incident on I-10 WB near ATCHAFALAYA BASIN MAIN CHANNEL Left lane blocked.,I-10 W,Breaux Bridge,St. Martin,LA,2020.0,train
A-6371531,Source1,2,2021-02-11 07:40:00,2022-02-11 09:25:00,525705.0,Incident on LA-47 NB near MARINA RD Drive with caution.,Paris Rd N,New Orleans,Orleans,LA,2021.0,validation
A-6595787,Source1,2,2020-09-13 20:20:00,2021-09-13 22:05:00,525705.0,Construction on I-10 EB near MISSISSIPPI RIVER Road closed. Take alternate route.,I-10 E,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-5898371,Source1,2,2021-05-07 12:58:00,2022-05-07 14:43:00,525705.0,Construction on I-220 WB near CROSS LAKE Road closed. Take alternate route.,I-220,Shreveport,Caddo,LA,2021.0,validation
A-3961616,Source1,2,2022-03-11 20:27:00,2023-03-11 22:12:00,525705.0,Construction on LA-946 WB near TYNEWOOD AVE Road closed. Take alternate route., Joor Rd,Baton Rouge,East Baton Rouge,LA,2022.0,calibration
A-6968076,Source1,2,2020-10-09 11:25:00,2021-10-09 13:10:00,525705.0,Incident on I-610 EB near LONDON AVE CANAL Drive with caution.,I-610 E,New Orleans,Orleans,LA,2020.0,train
A-6780840,Source1,2,2020-11-26 00:53:00,2021-11-26 02:38:00,525705.0,Incident on US-61 NB near I-12 Left lane blocked.,Airline Hwy,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-6350362,Source1,2,2021-01-21 03:21:00,2022-01-21 05:06:00,525705.0,Incident on I-20 EB near TRAFFIC ST Right lane blocked. Expect delays.,I-20 E,Shreveport,Caddo,LA,2021.0,validation
A-5597007,Source1,2,2021-05-28 23:05:00,2022-05-29 00:50:00,525705.0,Construction on I-10 WB near LA-395 Road closed. Take alternate route.,I-10 W,Roanoke,Jefferson Davis,LA,2021.0,validation
A-5623677,Source1,4,2021-08-16 17:05:00,2022-08-16 18:50:00,525705.0,Construction on US-61 SB near COMMERCE LN Road closed. Take alternate route.,LA-42,Prairieville,Ascension,LA,2021.0,validation
A-6306711,Source1,2,2021-07-01 12:51:00,2022-07-01 14:36:00,525705.0,Construction on I-210 WB near CAMERON (LA-14) Road closed. Take alternate route.,I-210,Lake Charles,Calcasieu,LA,2021.0,validation
A-6574083,Source1,2,2020-12-31 19:00:00,2021-12-31 20:45:00,525705.0,Incident on I-20 WB near FLAT RIVER Left lane blocked.,I-20 W,Bossier City,Bossier,LA,2020.0,train
A-6193823,Source1,2,2021-12-04 06:56:00,2022-12-04 08:41:00,525705.0,Incident on I-12 WB near BLOOD RIVER Right lane blocked. Expect delays.,I-12 W,Holden,Livingston,LA,2021.0,validation
A-6355101,Source1,2,2021-01-22 06:00:00,2022-01-22 07:45:00,525705.0,Incident on I-10 WB near CANAL NO 17 Right lane blocked. Expect delays.,I-10 W,Saint Rose,St. Charles,LA,2021.0,validation
A-5534294,Source1,2,2021-05-29 01:05:00,2022-05-29 02:50:00,525705.0,Incident on I-10 EB near ELTON RD Drive with caution.,I-10,Welsh,Jefferson Davis,LA,2021.0,validation
A-5703641,Source1,2,2021-07-25 03:49:00,2022-07-25 05:34:00,525705.0,Incident on I-10 EB near I-510 Drive with caution.,I-10,New Orleans,Orleans,LA,2021.0,validation
A-5755211,Source1,2,2021-05-07 18:41:00,2022-05-07 20:26:00,525705.0,Incident on US-90-BR EB near INTRACOASTAL WATERWAY Right lane blocked. Expect delays.,Farrington Dr,Marrero,Jefferson,LA,2021.0,validation
A-5661317,Source1,2,2021-12-01 16:36:00,2022-12-01 18:21:00,525705.0,Incident on US-71 SB near LA-1208-2 Right lane blocked. Expect delays.,MacArthur Dr,Alexandria,Rapides,LA,2021.0,validation
A-6690031,Source1,2,2020-12-29 12:45:00,2021-12-29 14:30:00,525705.0,Incident on I-20 EB near LA-154 Left lane blocked.,I-20 E,Gibsland,Bienville,LA,2020.0,train
A-4342264,Source1,2,2022-03-07 22:29:00,2023-03-08 00:14:00,525705.0,Incident on I-10 EB near LA-397 Expect long delays.,I-10,Lake Charles,Calcasieu,LA,2022.0,calibration
A-5751680,Source1,2,2021-09-13 15:22:00,2022-09-13 17:07:00,525705.0,Incident on I-210 EB near PRIEN LAKE Right lane blocked. Expect delays.,I-210 E,Westlake,Calcasieu,LA,2021.0,validation
A-5673727,Source1,2,2021-05-01 17:18:00,2022-05-01 19:03:00,525705.0,Construction on I-10 EB near ATCHAFALAYA RIVER Road closed. Take alternate route.,I-10,Grosse Tete,Iberville,LA,2021.0,validation
A-6794994,Source1,2,2020-11-04 23:56:00,2021-11-05 00:41:00,525645.0,Incident on I-210 WB near I-10 Left lane blocked.,I-210 W,Lake Charles,Calcasieu,LA,2020.0,train
A-6827007,Source1,2,2020-11-05 13:47:00,2021-11-05 14:32:00,525645.0,Incident on I-10 WB near FRANKLIN AVE Expect long delays.,I-10 W,New Orleans,Orleans,LA,2020.0,train
A-5556447,Source1,4,2020-10-23 00:00:00,2021-10-22 23:59:59,525599.9833333333,Closed road from Magnolia St (Edinger Ave) to I-405/San Diego Fwy (Edinger Ave) due to accident., Edinger Ave,Westminster,Orange,CA,2020.0,train
A-3894556,Source1,2,2021-11-19 12:01:00,2022-10-07 17:23:56,464002.93333333335,Construction on I-95 SB near BRANDYWINE RIVER BRG Left lane blocked.,I-95,Wilmington,New Castle,DE,2021.0,validation
A-5953787,Source1,4,2021-01-20 14:32:07,2021-11-01 08:45:00,410052.88333333336,Incident on OR-224 EB near MP 31 Expect delays., Clackamas Hwy,Estacada,Clackamas,OR,2021.0,validation
A-3510662,Source1,4,2016-03-29 00:01:00,2016-11-21 05:00:00,341579.0,Closed past 275th St/Exit 134 - Road closed due to accident.,275th St,Salix,Woodbury,IA,2016.0,train
A-7569808,Source1,2,2018-06-10 11:39:20,2019-01-31 15:00:00,338600.6666666667,Between OH-48/Exit 28 and CR-7/Wilmington Rd/Exit 36 - Accident. Right lane blocked. Traffic problem.,I-71 N,Lebanon,Warren,OH,2018.0,train
A-4711399,Source1,2,2022-01-03 11:08:07,2022-07-30 15:40:04,299791.95,Incident on HILLSIDE AVE near HILLSIDE AVE Drive with caution.,Hillside Ave,Queens Village,Queens,NY,2022.0,calibration
A-7569295,Source1,3,2018-06-08 05:59:35,2018-12-31 06:00:00,296640.4166666667,At 185th St/200th St/Exit 182 - Accident. Right lane blocked. Roadwork.,OH-2 E,Cleveland,Cuyahoga,OH,2018.0,train
A-3435091,Source1,2,2016-09-24 18:11:55,2017-04-01 19:00:00,272208.0833333333,Between US-34/Exit 35 and US-275/IA-92/Exit 47 - Accident. Right lane closed. Contraflow.,US-275 N,Council Bluffs,Mills,IA,2016.0,train
A-6457710,Source1,2,2020-10-13 19:19:34,2021-04-18 21:21:06,269401.5333333333,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution., N Santiam Hwy,Idanha,Marion,OR,2020.0,train
A-5857104,Source1,2,2021-07-01 18:22:48,2021-12-31 23:59:00,263856.2,Accident from Harrisburg School Rd to E Saw Mill Rd., Deerwood Ln,Quakertown,Bucks,PA,2021.0,validation
A-5171556,Source1,2,2021-12-08 12:17:51,2022-05-26 11:23:49,243305.96666666667,A hazardous materials cleanup is occurring. Prepare to slow., Highway 95 W,Jordan Valley,Malheur,OR,2021.0,validation
A-3595594,Source1,3,2017-04-26 10:33:32,2017-09-28 17:00:00,223586.46666666667,Between CR-614/Exit 65 and CR-G50/Exit 52 - Accident. Contraflow.,I-35 S,Prole,Warren,IA,2017.0,train
A-6099533,Source1,2,2021-04-12 17:36:27,2021-09-04 16:32:59,208736.53333333333,Incident on OR-126 EB near MP 31 Drive with caution., McKenzie Hwy,Vida,Lane,OR,2021.0,validation
A-5681317,Source1,2,2021-05-03 08:00:00,2021-09-24 16:45:00,207885.0,Construction on I-75 SB near COUNTY HWY-99 Drive with caution.,I-75 S,Findlay,Hancock,OH,2021.0,validation
A-6091403,Source1,4,2021-02-05 11:37:00,2021-06-28 23:59:00,206662.0,US-1 Alt N - US-1 Alt S is closed from Louisiana Ave (Constitution Ave) to Maryland Ave (Constitution Ave) due to accident.,Constitution Ave NW,Washington,District of Columbia,DC,2021.0,validation
A-6435288,Source1,2,2020-10-02 17:45:00,2021-02-14 20:26:00,194561.0,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution., McKenzie Hwy,Vida,Lane,OR,2020.0,train
A-5698888,Source1,2,2021-03-23 07:58:25,2021-08-01 18:41:38,189283.21666666667,I-84 is closed WB due to a crash. Use alternate routes. Ramps Affected.,I-84 W,Baker City,Baker,OR,2021.0,validation
A-5851308,Source1,4,2021-03-22 22:01:00,2021-07-30 05:44:00,186223.0,Construction on CA-99 NB near MING AVE Take alternate route., Ming Ave,Bakersfield,Kern,CA,2021.0,validation
A-4594855,Source1,2,2022-01-13 06:54:00,2022-05-19 14:19:00,181885.0,Incident on ROBERT F KENNEDY BRG WB near HARLEM RIVER Center lane blocked. Expect Delays.,Robert F Kennedy Brg,New York,New York,NY,2022.0,calibration
A-3456653,Source1,4,2017-01-06 01:05:18,2017-05-01 06:00:00,165894.7,Closed between Berdan Ave/Exit 205 and Suder Ave/Exit 209 - Road closed due to accident. Construction work.,I-75 N,Toledo,Lucas,OH,2017.0,train
A-6591995,Source1,2,2020-12-09 21:39:51,2021-04-01 00:00:00,161420.15,Animals are on the roadway. There should be no to minimum delay to traffic. Use caution.,Steens Hwy,Jordan Valley,Malheur,OR,2020.0,train
A-3624275,Source1,4,2017-06-09 07:15:31,2017-09-28 17:00:00,160424.48333333334,Closed between CR-G50/Exit 52 and CR-614/Exit 65 - Road closed due to accident. Contraflow.,I-35 N,Prole,Warren,IA,2017.0,train
A-6838998,Source1,4,2020-09-19 03:53:00,2021-01-07 05:33:00,158500.0,Hazard @ National Forest Development Road 46 -- Impact: Closure,NFD Road 46,Estacada,Clackamas,OR,2020.0,train
A-4122919,Source1,2,2022-05-10 15:30:00,2022-08-18 20:56:12,144326.2,Construction on 20TH ST near AVENUE H Road closed. Take alternate route., 20th St E,Lancaster,Los Angeles,CA,2022.0,calibration
A-3516017,Source1,4,2016-07-22 14:39:38,2016-10-30 14:00:00,143960.36666666667,Closed between I-15-BL/US-91/Exit 89 and River Rd/Rose-Firth Rd/Exit 98 - Road closed due to accident. Construction work. Lane closed.,I-15 N,Blackfoot,Bingham,ID,2016.0,train
A-7544469,Source1,4,2018-08-02 05:15:05,2018-10-30 17:00:00,128864.91666666667,Closed between GA-92/Campbellton Fairburn Rd and GA-154/GA-166/Campbellton Rd - Road closed due to accident. Construction work. Left lane closed., Cascade Palmetto Hwy,Fairburn,Fulton,GA,2018.0,train
A-6250455,Source1,2,2021-03-23 07:58:25,2021-06-18 06:00:00,125161.58333333333,Rough roads in area both EB and WB. Use caution.,I-84 W,La Grande,Union,OR,2021.0,validation
A-6358676,Source1,4,2020-11-11 08:00:00,2021-02-02 07:59:59,119519.98333333334,Bridge Closed due to structural repairs. Expect opening 2/1/21. Please use detour routes., Union Hwy,Enoree,Spartanburg,SC,2020.0,train
A-7747102,Source1,4,2019-08-03 06:17:07,2019-10-18 00:19:00,109081.88333333333,Closed at I-80 - Road closed due to accident. Roadwork., W Highway 31,Springfield,Sarpy,NE,2019.0,train
A-6148757,Source1,4,2021-03-04 08:56:00,2021-05-17 12:42:13,106786.21666666666,Incident on I-95 SB near US-202 Road closed. Take alternate route.,I-95 S,Wilmington,New Castle,DE,2021.0,validation
A-6897216,Source1,4,2020-10-06 07:01:00,2020-12-16 07:59:00,102298.0,Construction on I-278 eastbound at Exit 28A - Old Fulton Street; Cadman Plaza West (New York) Continuous Tuesday October 6th 2020 12:01 AM thru Tuesday December 15th 2020 05:00 AM all lanes closed,Brooklyn Queens Expy,Brooklyn,Kings,NY,2020.0,train
A-6716588,Source1,2,2020-10-14 02:19:34,2020-12-15 21:19:00,90419.43333333333,Incident on OR-22 EB near MP 55 Drive with caution.,Church St,Idanha,Marion,OR,2020.0,train
A-6119405,Source1,4,2021-11-01 19:00:00,2022-01-03 05:00:00,89880.0,Closed road from exit [172] to I-25 N due to accident., Upper Lake Gulch Rd,Castle Rock,Douglas,CO,2021.0,validation
A-4253744,Source1,2,2022-05-06 15:04:12,2022-07-04 10:37:02,84692.83333333333,Incident on US-12 near 270TH ST Drive with caution., US Highway 12,Litchfield,Meeker,MN,2022.0,calibration
A-6150273,Source1,2,2021-03-23 07:58:25,2021-05-15 10:30:00,76471.58333333333,A crash has occurred causing no to minimum delays. Use caution.,I-84 W,La Grande,Union,OR,2021.0,validation
A-6761935,Source1,4,2020-11-11 13:53:00,2021-01-01 07:59:00,73086.0,I-75 N - I-71 N is closed from 12th St/Pike St/Exit 191 (I-71/I-75) to I-71/Exit 1 (I-71/I-75).,I-71 N,Covington,Kenton,KY,2020.0,train
A-6897938,Source1,2,2020-11-13 21:14:02,2021-01-01 07:59:00,69764.96666666666,Accident on I-71/Exit 1 (I-71/I-75) from 5th St/Exit 192 (I-71/I-75) to I-75 S - I-71 S.,I-75 S,Cincinnati,Hamilton,OH,2020.0,train
A-6802684,Source1,2,2020-11-13 21:14:02,2021-01-01 07:59:00,69764.96666666666,Accident on 5th St/Exit 192 (I-71/I-75) from I-71/Exit 1 (I-71/I-75) to I-75 N - I-71 N.,Brent Spence Bridge,Covington,Kenton,KY,2020.0,train
A-1886499,Source2,3,2019-07-14 13:19:10,2019-08-31 10:30:00,68950.83333333333,Entry ramp to I-29 Southbound from 155th St closed due to flooding.,155th St,Thurman,Fremont,IA,2019.0,train
A-3617215,Source1,4,2017-05-23 19:46:38,2017-07-10 08:00:00,68413.36666666667,Closed at County Road 9 - Road closed due to accident. Construction work., US Highway 6,Nappanee,Elkhart,IN,2017.0,train
A-6564335,Source1,2,2021-01-16 23:47:18,2021-03-05 12:00:00,68412.7,The WB Exit 35 off-ramp is closed use an alternate route. Ramps Affected.,I-84 W,Cascade Locks,Multnomah,OR,2021.0,validation
A-5781604,Source1,2,2021-09-24 14:00:00,2021-11-09 17:20:51,66440.85,Multi vehicle crash on I-81 northbound between Exit 10: PA 914 MARION and Exit 14: PA 316 - WAYNE AVE. All lanes closed.,I-81 N,Chambersburg,Franklin,PA,2021.0,validation
A-6616052,Source1,2,2020-09-08 03:30:50,2020-10-22 14:35:00,64024.166666666664,The highway is closed. Use alternate routes., McKenzie Hwy,Vida,Lane,OR,2020.0,train
